scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity_level,severity_score,lidar,ultrasonic,surface_echo,bottom_echo,radar,snr,rcs,clutter_probability,imu_pitch,imu_roll,imu_acceleration,water_state,water_contact,R_lidar,R_ultrasonic,R_radar,R_imu,R_water,scene_complexity,measurement_spread,measurement_consistency,sensor_agreement,W_lidar,W_ultrasonic,W_radar,fusion_entropy,fusion_confidence,effective_sensor_count,dominant_sensor,dominance_ratio,water_depth_estimate,fusion_depth_linear
SC02965,Urban,Concrete,Clear,Night_Dark,35.16,15.61,0.0,43.13,47.96,3,0.75,15.33,15.72,0.0,1.0,15.61,30.53,1.0,0.06,-5.209,2.102,9.696,Dry,False,0.8821485859899698,0.879999999362,0.9148058252740257,0.889,0.98,0.0414939946252637,0.2010804150914091,0.9895542346577548,0.9895542346577548,0.3286602925078042,0.3278809196496753,0.3434587878425205,1.0983822868729964,0.9484436321186012,2.9986138222014085,radar,1.0462672608557937,0.0,15.55404201925928
SC02966,Urban,Asphalt,Drizzle,Night_Streetlights,40.45,10.55,0.0,149.63,149.67,3,0.75,10.85,10.16,0.0,1.0,10.37,30.63,1.0,0.08,-12.877,-4.69,8.687,Dry,False,0.75902397416989,0.879999999362,0.9022729251202788,0.847,0.98,0.0904821475604768,0.3536947836765477,0.9731327371788996,0.9731327371788996,0.2939678817885855,0.3471472827033997,0.3588848355080147,1.094952931678953,0.9178916192175864,2.978613466820444,radar,1.119564332225,0.0,10.438203653890806
SC02967,Urban,Gravel,Foggy,Daylight,34.19,5.43,0.78,203.31,193.09,2,0.5,5.14,5.32,0.183,0.809,5.33,29.47,0.9692816973496295,0.104,-1.247,0.379,9.747,Shallow Puddle,True,0.4408735782217111,0.6009005284303931,0.7786295045242272,0.761,0.9,0.2091525666559084,0.1069267662156365,0.9836831929100844,0.9836831929100844,0.2344931690477709,0.3264420395322096,0.4390647914200195,1.066942869370401,0.7771877152400861,2.822233103108177,radar,1.5654741749228256,8.552999999999999,5.282181877485602
SC02968,Urban,Gravel,Clear,Daylight,30.87,13.58,0.0,24.48,29.53,2,0.5,13.27,13.49,0.0,1.0,13.5,26.37,1.0,0.056,-18.454,2.402,7.577,Dry,False,0.9062098161554236,0.879999999362,0.905208236145692,0.796,0.98,0.0465071627232813,0.1300000000000003,0.9921526377982354,0.9921526377982354,0.3367607856978782,0.3258625216334079,0.3373766926687138,1.0984859509385376,0.9494536419631764,2.9992450071456283,radar,1.0183061444864636,0.0,13.419286394073154
SC02969,Urban,Concrete,Rainy,Daylight,28.38,13.13,4.91,139.3,140.01,3,0.75,13.78,10.87,0.317,0.644,12.91,24.14,0.8216834955365268,0.176,18.149,0.795,8.708,Flooded Pothole,True,0.4493027318615222,0.4583183550407926,0.6927829794821522,0.917,0.95,0.3085013341771819,1.4936867141405523,0.911235336233925,0.911235336233925,0.2733510286588667,0.2799395086353982,0.446709462705735,1.0709291632715248,0.7297913783074068,2.835783272186856,radar,1.6147374032046389,9.795,12.576738797317
SC02970,Urban,Asphalt,Mist,Night_Streetlights,39.24,9.2,0.0,67.53,71.68,2,0.5,9.26,9.24,0.0,1.0,9.33,28.89,1.0,0.064,15.165,-1.691,9.608,Dry,False,0.8519873769111663,0.879999999362,0.9087675346539198,0.854,0.98,0.0532999525269922,0.047258156262526,0.9958577481598716,0.9958577481598716,0.3207719811895635,0.3329041004755199,0.3463239183349165,1.09812239326265,0.941048975682081,2.997062335479009,radar,1.0596193682096475,0.0,9.277584592273932
SC02971,Rural,Concrete,Clear,Night_Dark,67.91,14.13,0.0,16.95,15.85,3,0.75,14.64,14.1,0.0,1.0,14.0,29.0,1.0,0.053,-27.596,6.232,11.483,Dry,False,0.9244286461735356,0.879999999362,0.9160074908158544,0.656,0.98,0.0341053901830156,0.3442867022313433,0.980650243828034,0.980650243828034,0.3403835363382767,0.3219908115693158,0.3376256520924075,1.0983155265589224,0.9556677408696758,2.9982300054457003,lidar,1.0320650107720974,0.0,14.250044544413427
SC02972,Rural,Asphalt,Rainy,Daylight,50.12,16.89,7.74,273.64,268.95,3,0.75,17.42,17.22,0.377,0.568,16.72,17.53,0.7337403936903597,0.259,48.687,-7.802,7.627,Flooded Pothole,True,0.3509849084272785,0.4000425249127347,0.5571309736482575,0.755,0.95,0.4174124461610787,0.3605551275464,0.9830949005633156,0.9830949005633156,0.260030225605061,0.2997794297671416,0.4401903446277974,1.0725937334438709,0.670534268171569,2.846967273540113,radar,1.5726429167555316,10.356000000000002,17.051910872807113
SC02973,Urban,Asphalt,Clear,Dawn,38.01,17.56,0.0,79.84,81.37,3,0.75,17.62,17.64,0.0,1.0,17.48,28.83,1.0,0.066,32.144,0.935,9.31,Dry,False,0.8399238443768003,0.879999999362,0.9073483564646264,0.86,0.98,0.0583723087052509,0.0871779788708136,0.9959673789754302,0.9959673789754302,0.3174367667746325,0.3347973136726074,0.3477659195527601,1.0979158186992075,0.9380734970877276,2.9958374910124075,radar,1.0663837722592755,0.0,17.57800871753607
SC02974,Urban,Asphalt,Thunderstorm,Daylight,22.56,4.74,2.43,374.87,376.88,2,0.5,6.39,4.87,0.244,0.734,4.68,24.77,0.9073745130819562,0.174,1.528,-0.741,9.767,Shallow Puddle,True,0.3141671626542511,0.5334060257359071,0.7074988087804225,0.93,0.9,0.3680681110717884,0.9372477438400868,0.8741058022063825,0.8741058022063825,0.1960262529572032,0.3370500215608442,0.4669237254819526,1.0415801957644486,0.6940441211744132,2.7023610782452003,radar,1.7518083163702798,9.122000000000002,5.079244396653378
SC02975,Urban,Concrete,Drizzle,Night_Streetlights,26.06,8.56,0.0,81.81,86.65,2,0.5,8.91,8.67,0.0,1.0,8.54,30.9,1.0,0.067,9.056,2.254,9.714,Dry,False,0.8334128519594325,0.879999999362,0.910984820658016,0.925,0.98,0.0589396570461543,0.1877054430040149,0.9827017938799304,0.9827017938799304,0.3150484474328515,0.3351923191139561,0.3497592334531924,1.0976979522995278,0.937403961132887,2.994541522086436,radar,1.075783775629943,0.0,8.700142927034971
SC02976,Urban,Asphalt,Rainy,Daylight,34.04,9.27,0.0,171.8,176.27,2,0.5,10.09,9.42,0.0,1.0,9.28,28.04,1.0,0.085,-1.772,0.085,8.052,Dry,False,0.7294174459859971,0.879999999362,0.8931327966503494,0.881,0.98,0.1121565447136569,0.4329357150124409,0.9644738747293802,0.9644738747293802,0.2860113568523992,0.3528981411713131,0.3610905019762876,1.0933937899732695,0.9072119406221256,2.969774129738081,radar,1.1303338049977023,0.0,9.561074938814428
SC02977,Urban,Mud,Mist,Daylight,23.36,15.21,0.0,183.09,183.87,3,0.75,15.34,15.32,0.0,1.0,15.4,29.86,1.0,0.087,2.114,0.697,10.238,Dry,False,0.7211482754994345,0.879999999362,0.8963970939034993,0.828,0.98,0.0992694989778916,0.0416333199893227,0.9977908142282964,0.9977908142282964,0.2831546817859781,0.3537073524340224,0.3631379657799994,1.0927254431460662,0.9086185457312652,2.965997972686393,radar,1.14039759403656,0.0,15.35471413089812
SC02978,Urban,Concrete,Mist,Dusk,30.7,8.86,1.72,94.26,104.76,2,0.5,8.09,8.77,0.22,0.764,8.6,27.63,0.9335133640819956,0.105,-8.617,3.842,8.922,Shallow Puddle,True,0.5001412939418086,0.5596707634933878,0.7686509985769433,0.908,0.9,0.2000435801320337,0.3538832199092424,0.9670741518031072,0.9670741518031072,0.2665100555718539,0.3013224526881745,0.4321674917399717,1.076439945600674,0.7862779166406382,2.868686688990697,radar,1.5221653760638392,8.893,8.515304688615345
SC02979,Urban,Gravel,Cloudy,Night_Dark,35.28,11.39,1.16,72.31,65.02,2,0.5,11.34,10.73,0.198,0.79,11.74,28.76,0.9546600217990092,0.086,6.809,1.858,9.161,Shallow Puddle,True,0.5393126605474201,0.5836969879417337,0.7874311635839706,0.749,0.9,0.169549945543509,0.5086255990411807,0.9644603578665693,0.9644603578665693,0.2758745380675441,0.3010252936039516,0.4231001683285043,1.0806010149802392,0.8064653348610327,2.8923741176998847,radar,1.4668063504236333,8.693999999999999,11.325614638232992
SC02980,Rural,Concrete,Cloudy,Daylight,75.2,11.32,0.0,67.91,73.05,3,0.75,11.16,11.12,0.0,1.0,11.18,28.06,1.0,0.065,-8.321,1.041,8.984,Dry,False,0.8502727806399234,0.879999999362,0.9058178196334096,0.6,0.98,0.0570728834845764,0.0305505046330392,0.9977684950032164,0.9977684950032164,0.3206521654625051,0.3335524494093764,0.3457953851281184,1.098137776066853,0.9396851341137256,2.997157231444474,radar,1.0571474956494502,0.0,11.153573809726186
SC02981,Urban,Concrete,Cloudy,Daylight,36.53,13.45,0.0,71.64,74.03,3,0.75,14.0,13.37,0.0,1.0,13.52,27.71,1.0,0.065,22.377,-1.68,6.204,Dry,False,0.8490481068861936,0.879999999362,0.904706204711252,0.883,0.98,0.0648583589552282,0.3290896534380871,0.9806672159483452,0.9806672159483452,0.3203881298429155,0.3338444694527063,0.3457674007043782,1.0981281327565602,0.937809008902738,2.9971007942439303,radar,1.0570167279208984,0.0,13.623709631906696
SC02982,Rural,Concrete,Clear,Night_Streetlights,49.1,11.76,0.0,74.52,75.42,2,0.5,12.01,11.54,0.0,1.0,11.74,31.07,1.0,0.065,10.663,9.688,6.029,Dry,False,0.847313678779516,0.879999999362,0.9125273282051696,0.791,0.98,0.0545688069942848,0.2358671942711268,0.983892097937656,0.983892097937656,0.3188986512014382,0.3330172952602658,0.348084053538296,1.0979733218987082,0.9405544396509556,2.9961705015269087,radar,1.067880162853712,0.0,11.759499176772335
SC02983,Urban,Concrete,Rainy,Dawn,35.91,8.14,3.15,192.76,178.09,2,0.5,9.0,6.51,0.268,0.705,8.07,23.64,0.8816148467834161,0.149,-3.678,0.492,9.256,Flooded Pothole,True,0.432572985148608,0.5083105566050353,0.7142998072675393,0.886,0.95,0.2978772419032078,1.2582130185306462,0.8844054381318789,0.8844054381318789,0.2535187996906983,0.3016286962155734,0.4448525040937283,1.0697639625667112,0.738674971444395,2.831694799666591,radar,1.6026461701530663,9.34,7.835231717616056
SC02984,Rural,Gravel,Cloudy,Daylight,48.2,11.68,0.0,117.52,120.19,2,0.5,11.64,11.68,0.0,1.0,11.81,31.14,1.0,0.074,2.894,7.423,8.881,Dry,False,0.7930668257945229,0.879999999362,0.9069121326333216,0.543,0.98,0.0712938097370233,0.088881944173156,0.9938407501576284,0.9938407501576284,0.3036631195343692,0.3415448445866321,0.3547920358789986,1.0964741102139044,0.9280556698540412,2.9873792807209982,radar,1.099775748618508,0.0,11.713976439882895
SC02985,Urban,Dirt,Clear,Daylight,34.63,13.34,0.0,29.56,39.17,3,0.75,13.39,13.24,0.0,1.0,13.32,30.62,1.0,0.058,12.702,2.165,10.696,Dry,False,0.8935554708860236,0.879999999362,0.91623443603385,0.719,0.98,0.0351364519634156,0.0750555349946515,0.9954191343876706,0.9954191343876706,0.3317387133791183,0.3261412572578331,0.3421200293630485,1.09841551062491,0.9514536562241088,2.998817193344064,radar,1.0400682332090818,0.0,13.317130409355912
SC02986,Rural,Asphalt,Cloudy,Daylight,44.22,12.37,0.0,48.18,53.26,2,0.5,11.85,12.37,0.0,1.0,12.55,29.64,1.0,0.061,-19.931,-1.766,7.361,Dry,False,0.8753310732361252,0.879999999362,0.912427841401419,0.798,0.98,0.048997790550119,0.3635014901390827,0.976357305471418,0.976357305471418,0.3269912735640343,0.3291223874987052,0.3438863389372604,1.098359545547498,0.9456985499227863,2.998476896246532,radar,1.0482523359724063,0.0,12.261864078755409
SC02987,Urban,Mud,Clear,Daylight,44.62,14.05,0.0,28.92,33.58,3,0.75,14.21,14.19,0.0,1.0,14.24,30.03,1.0,0.057,30.07,13.785,7.842,Dry,False,0.9008749531133348,0.879999999362,0.9157727288707752,0.543,0.98,0.0316799522796918,0.0251661147842361,0.9985563989098982,0.9985563989098982,0.3338909379998268,0.3252193180003438,0.3408897439998293,1.0984272464205491,0.9530691913752084,2.99889118238749,radar,1.0343936872337387,0.0,14.213722305959989
SC02988,Rural,Concrete,Clear,Daylight,58.07,12.91,0.0,74.11,66.45,3,0.75,12.81,12.95,0.0,1.0,13.11,30.6,1.0,0.063,17.515,-2.684,9.163,Dry,False,0.8585602973581988,0.879999999362,0.9130227523136552,0.729,0.98,0.0485654672926528,0.1501110699893021,0.9906290234101212,0.9906290234101212,0.3221166509172801,0.3313916083223516,0.3464917407603682,1.0981593841081936,0.9434683691633676,2.997277920630383,radar,1.0604050855071274,0.0,12.960342347393238
SC02989,Urban,Concrete,Rainy,Night_Streetlights,30.54,18.36,11.18,174.14,177.27,3,0.75,19.7,17.3,0.428,0.5,18.34,18.26,0.6394160122831715,0.3,13.786,0.007,10.249,Flooded Pothole,True,0.3986609690079012,0.3519102799995724,0.5383193849203334,0.908,0.95,0.433417305011038,1.2035503036156534,0.9494221817725724,0.9494221817725724,0.3024141799993261,0.26581023725672,0.4317755827439539,1.0764922919251338,0.6677172461491092,2.8691146697070677,radar,1.5197361099949809,10.837,18.474840638052097
SC02990,Urban,Asphalt,Cloudy,Dawn,40.02,10.78,0.0,82.76,87.58,2,0.5,10.2,10.83,0.0,1.0,10.8,30.49,1.0,0.068,19.394,-3.201,10.009,Dry,False,0.8322705645286503,0.879999999362,0.909652795223235,0.849,0.98,0.0630444860973662,0.3553871128783378,0.9733791032913106,0.9733791032913106,0.3148641545020643,0.3355269410030814,0.3496089044948542,1.0976926720708526,0.9362492446507652,2.9945127049129026,radar,1.0750728505046487,0.0,10.621147315528852
SC02991,Urban,Concrete,Thunderstorm,Night_Streetlights,28.83,10.28,4.76,450.43,446.66,3,0.75,8.7,7.51,0.313,0.649,10.56,27.01,0.8266284164376957,0.235,8.123,3.981,7.901,Flooded Pothole,True,0.2688179623778203,0.4623068304133468,0.6663811627369968,0.915,0.95,0.4416904361634211,1.5372160984498355,0.8766875274577219,0.8766875274577219,0.1876809850319055,0.3228476015471459,0.4894714134209487,1.0286885441375684,0.6497646977607958,2.6382649319229365,radar,1.917508348352753,9.758,9.226228183121863
SC02992,Urban,Asphalt,Clear,Daylight,34.02,17.07,0.0,17.19,24.17,3,0.75,17.35,16.92,0.0,1.0,17.03,30.31,1.0,0.055,34.035,3.376,8.639,Dry,False,0.913311550348314,0.879999999362,0.917581421740418,0.881,0.98,0.0312278232108205,0.2233830790368867,0.989446395768966,0.989446395768966,0.3371097550441567,0.3232865861604478,0.3396036587953955,1.0983794176669024,0.9550214988962414,2.998610005087309,radar,1.0284843740197247,0.0,17.102313597136483
SC02993,Rural,Concrete,Cloudy,Daylight,67.36,10.41,0.0,89.65,86.49,2,0.5,10.63,10.52,0.0,1.0,10.47,31.54,1.0,0.067,4.433,-1.426,9.588,Dry,False,0.8336095112930385,0.879999999362,0.9119524292500496,0.66,0.98,0.0561510274450877,0.0818535277187247,0.9936990499682312,0.9936990499682312,0.3149968407552532,0.3350387809279599,0.3499643783167869,1.097685927294898,0.9381072095444574,2.994468672845973,radar,1.076754462807766,0.0,10.53715143356724
SC02994,Urban,Concrete,Rainy,Night_Streetlights,31.66,14.89,6.86,323.67,319.15,3,0.75,16.09,13.6,0.36,0.589,15.17,22.5,0.7600280032492344,0.251,1.627,2.89,8.727,Flooded Pothole,True,0.325373942690521,0.4159785723637361,0.6267608767610684,0.904,0.95,0.4243152622963898,1.259060496296081,0.9356738656834324,0.9356738656834324,0.2299271213998668,0.2970492113859419,0.4730236672141912,1.05267681226023,0.6629929390240012,2.740806544309269,radar,1.7952368551802045,10.197,14.91516568981195
SC02995,Rural,Concrete,Cloudy,Night_Streetlights,57.97,9.35,0.0,53.06,53.16,2,0.5,9.46,9.37,0.0,1.0,9.23,28.14,1.0,0.061,-0.437,-4.033,9.747,Dry,False,0.8754592866621901,0.879999999362,0.9085856906475556,0.729,0.98,0.0500253016813238,0.1159022576714248,0.9899836868816384,0.9899836868816384,0.3275555492988155,0.3296397880382224,0.3428046626629621,1.0984080807462064,0.9450369264558062,2.9987699242687857,radar,1.0432352245558123,0.0,9.35148734666408
SC02996,Urban,Concrete,Clear,Daylight,21.74,5.33,0.0,33.57,33.18,1,0.25,5.36,5.33,0.0,1.0,5.4,29.68,1.0,0.057,5.758,-0.41,8.846,Dry,False,0.901400660879982,0.879999999362,0.9150503272490794,0.938,0.98,0.0334135770057286,0.0351188458428426,0.9946820518661031,0.9946820518661031,0.3341256743564693,0.3252374181117434,0.3406369075317872,1.0984327909465006,0.9527007177210044,2.998924760925064,radar,1.0332301319918835,0.0,5.363868353757919
SC02997,Urban,Asphalt,Thunderstorm,Dusk,25.08,16.92,0.0,293.69,296.5,3,0.75,16.81,17.19,0.0,1.0,17.68,30.53,1.0,0.109,21.909,8.464,8.46,Dry,False,0.6080415427093755,0.879999999362,0.8836770159417845,0.921,0.98,0.1565285705600083,0.4361574639202379,0.979746040092861,0.979746040092861,0.2488630405536706,0.3730623936868183,0.3780745657595111,1.081714359336619,0.8724654171014832,2.906564926087976,radar,1.2158195981163225,0.0,17.280688581811766
SC02998,Urban,Gravel,Clear,Daylight,34.91,10.59,2.39,50.08,49.01,2,0.5,10.27,8.71,0.243,0.735,10.47,27.72,0.9088274743619462,0.108,5.742,-0.195,8.024,Shallow Puddle,True,0.541296124982742,0.5344251051425603,0.7637385262092582,0.753,0.9,0.2003087971074503,0.963604344808248,0.9257996288007908,0.9257996288007908,0.2883237643775134,0.2848836145467178,0.4267926210757687,1.0796966666206904,0.7900652274932407,2.8864926455259208,radar,1.4891386146328545,9.111,9.910940085522274
SC02999,Urban,Concrete,Drizzle,Night_Dark,23.44,10.11,0.0,131.58,128.95,2,0.5,10.19,10.3,0.0,1.0,10.1,33.12,1.0,0.076,1.317,2.059,10.006,Dry,False,0.782813958452224,0.879999999362,0.908083454129168,0.933,0.98,0.0756623979253188,0.1001665280087786,0.992043001679558,0.992043001679558,0.3004359375701719,0.3428360757675236,0.3567279866623044,1.0959961346350933,0.925600615058598,2.98460079788407,radar,1.1091046377418736,0.0,10.19560644953482
SC03000,Rural,Asphalt,Cloudy,Daylight,49.11,16.65,0.0,79.02,73.14,3,0.75,16.59,16.57,0.0,1.0,16.76,26.64,1.0,0.065,9.029,13.06,8.659,Dry,False,0.8501602471234109,0.879999999362,0.9007264473067764,0.762,0.98,0.0641138162346908,0.1044030650891063,0.9949032288029372,0.9949032288029372,0.3212646943934511,0.3342675871167213,0.3444677184898275,1.0982058919146604,0.9376377931662832,2.9975674793069724,radar,1.0509557750389176,0.0,16.641874160400935
SC03001,Rural,Asphalt,Rainy,Night_Dark,35.63,10.61,3.77,108.48,101.26,2,0.5,10.62,9.11,0.286,0.682,10.4,23.68,0.8600196853970379,0.146,17.646,0.053,7.702,Flooded Pothole,True,0.4864823402032384,0.4894048978006146,0.7140773208041691,0.855,0.95,0.2611432267927484,0.8157409719594411,0.9378069015226308,0.9378069015226308,0.281113102497212,0.2835851772987355,0.4353017202040525,1.0761655353791064,0.75521756543834,2.8658820221686496,radar,1.5417143482703937,9.509,10.09602000383402
SC03002,Urban,Gravel,Clear,Dusk,27.16,9.17,0.0,33.52,41.88,2,0.5,8.96,9.03,0.0,1.0,9.33,31.52,1.0,0.058,8.914,2.273,7.697,Dry,False,0.8900253188244182,0.879999999362,0.9176516122207043,0.832,0.98,0.0392604418485895,0.1965536398374074,0.9826823414381944,0.9826823414381944,0.3305092680503435,0.3264098715666297,0.3430808603830268,1.0983867350395542,0.9503238089070242,2.9986422991684423,radar,1.0445147345897727,0.0,9.109788609351384
SC03003,Urban,Asphalt,Clear,Night_Dark,39.48,4.4,0.0,29.0,35.37,2,0.5,4.08,4.17,0.0,1.0,4.41,30.5,1.0,0.057,6.953,-0.577,9.853,Dry,False,0.8985256078685638,0.879999999362,0.9166582411807642,0.852,0.98,0.037924199338482,0.1705872210923198,0.968048907454211,0.968048907454211,0.3330530339846406,0.3253871218638122,0.3415598441515471,1.0984160073789917,0.9516159926551648,2.99882239551013,radar,1.0374818155201435,0.0,4.221999589537754
SC03004,Urban,Asphalt,Rainy,Daylight,27.53,12.63,4.44,192.41,194.23,3,0.75,13.72,11.07,0.305,0.659,13.12,23.45,0.8372772674224858,0.178,-6.814,5.348,8.671,Flooded Pothole,True,0.4132275423792633,0.4703746651288801,0.6888588488446727,0.911,0.95,0.3263282336463565,1.389544289806314,0.9176138523757524,0.9176138523757524,0.2548794508454371,0.2930290264049447,0.4520915227496181,1.0670016946806111,0.7197539886378969,2.8151862089009447,radar,1.650244672310015,9.681,12.672218166377126
SC03005,Urban,Asphalt,Clear,Dawn,44.82,14.61,0.0,25.21,22.16,3,0.75,14.15,14.62,0.0,1.0,15.05,30.96,1.0,0.054,-1.778,2.315,8.17,Dry,False,0.9159868540298732,0.879999999362,0.9193467569691892,0.821,0.98,0.0348085980457066,0.4501481237696471,0.9754548401758756,0.9754548401758756,0.3375698737401924,0.3226701219832478,0.3397600042765597,1.0983515163535111,0.9548753240637646,2.998444217185732,radar,1.0292015221018158,0.0,14.60743896118103
SC03006,Urban,Dirt,Rainy,Night_Dark,28.4,9.76,3.31,173.19,181.63,2,0.5,10.04,10.09,0.273,0.699,9.65,23.8,0.8759905287792744,0.153,11.854,-2.608,9.606,Flooded Pothole,True,0.4289949571428801,0.5032000754619149,0.7120539298787111,0.793,0.95,0.2765685957415976,0.2409010862020616,0.9805701977872228,0.9805701977872228,0.2531704422380256,0.3005905799464708,0.4462389778155036,1.0691605372626831,0.7410155699000134,2.828220705378991,radar,1.611666260126263,9.384,9.880996327649278
SC03007,Rural,Mud,Clear,Night_Streetlights,44.5,8.01,0.0,24.79,25.79,2,0.5,7.55,8.38,0.0,1.0,8.16,33.25,1.0,0.055,0.116,-2.11,8.863,Dry,False,0.911160163999906,0.879999999362,0.9216025040694044,0.485,0.98,0.0383264193156819,0.4300000000000004,0.958108863891022,0.958108863891022,0.33588012335928,0.3229977030566736,0.3411221735840463,1.0983503655015845,0.9538277411260584,2.9984350199876504,radar,1.0354641176455626,0.0,8.026172619423306
SC03008,Urban,Asphalt,Rainy,Daylight,31.27,5.77,0.0,182.13,182.44,2,0.5,6.06,5.7,0.0,1.0,5.89,28.18,1.0,0.086,-5.91,0.395,8.556,Dry,False,0.722697805799889,0.879999999362,0.892918462205049,0.895,0.98,0.1095451210970935,0.1800925687898676,0.9756159631531948,0.9756159631531948,0.283999382981373,0.3539689267475784,0.3620316902710485,1.0929394365273677,0.9064682022991348,2.967212931522213,radar,1.1349519552898393,0.0,5.8710257990247925
SC03009,Rural,Concrete,Cloudy,Daylight,49.74,11.83,0.0,103.28,90.56,2,0.5,11.52,11.61,0.0,1.0,12.0,32.72,1.0,0.068,23.973,8.478,7.861,Dry,False,0.8286194592482113,0.879999999362,0.91277267172421,0.786,0.98,0.0616837866479959,0.2551470164434617,0.9825204768766328,0.9825204768766328,0.31339212414695,0.335598999710935,0.351008876142115,1.0975352982021922,0.9363257790717469,2.993576892675672,radar,1.081706246009912,0.0,11.7186881705222
SC03010,Rural,Gravel,Rainy,Night_Dark,41.6,11.19,0.0,209.77,202.76,2,0.5,11.9,11.33,0.0,1.0,10.97,29.41,1.0,0.091,19.757,1.789,10.254,Dry,False,0.7009545471601822,0.879999999362,0.8929069220623337,0.63,0.98,0.1189582347976822,0.468934963507734,0.9675050861009024,0.9675050861009024,0.277253051280672,0.3572190923456786,0.3655278563736493,1.091262427170325,0.9004342823343859,2.957833001119902,radar,1.1522266502775302,0.0,11.35644421093547
SC03011,Urban,Gravel,Drizzle,Night_Dark,33.44,8.01,0.0,63.32,60.42,2,0.5,8.28,7.83,0.0,1.0,8.0,28.97,1.0,0.062,-0.64,2.54,7.63,Dry,False,0.8661927395198055,0.879999999362,0.910235286675389,0.769,0.98,0.0527169710865464,0.2272296928953898,0.9774352008722272,0.9774352008722272,0.3246555465365802,0.3306921067747897,0.34465234668863,1.0982978066548243,0.9433946883056404,2.998107593364929,radar,1.0518153073291816,0.0,8.034685894878528
SC03012,Urban,Dirt,Mist,Daylight,30.02,12.03,3.09,146.17,148.54,3,0.75,11.96,10.1,0.266,0.707,12.69,24.73,0.8837332634989149,0.142,2.759,5.606,8.907,Shallow Puddle,True,0.4546990358081508,0.510244778556637,0.7257526868407465,0.775,0.9,0.2763940749191756,1.335452482619031,0.9139643377020422,0.9139643377020422,0.2613745690273088,0.2962307542218776,0.4423946767508134,1.0719080817270443,0.7491695954169355,2.8426665768002457,radar,1.586766332040651,9.321,11.7319589111754
SC03013,Rural,Asphalt,Cloudy,Daylight,43.81,7.29,0.0,77.04,79.96,2,0.5,7.24,7.08,0.0,1.0,7.55,29.47,1.0,0.066,8.732,2.561,9.551,Dry,False,0.8416699973404076,0.879999999362,0.9088847841805716,0.801,0.98,0.0599724221985281,0.2389560629069702,0.9739339980910264,0.9739339980910264,0.3177205102595081,0.3343157193963673,0.3479637703441247,1.0979228783272257,0.9381963796615808,2.995876699876669,radar,1.0673142212563924,0.0,7.294378253703261
SC03014,Rural,Asphalt,Mist,Daylight,45.84,10.76,0.0,135.94,134.05,2,0.5,10.83,11.02,0.0,1.0,10.55,30.41,1.0,0.077,0.083,7.569,10.096,Dry,False,0.7768984218494567,0.879999999362,0.90379314319823,0.787,0.98,0.080893798880117,0.2364318083507372,0.9824392832250194,0.9824392832250194,0.2991946788220445,0.3443307458402477,0.3564745753377078,1.0958364209140172,0.923072377366736,2.983691964161009,radar,1.10788031575806,0.0,10.795609960615089
SC03015,Rural,Concrete,Clear,Night_Dark,71.8,12.31,1.48,36.5,46.94,3,0.75,12.38,12.24,0.211,0.775,12.34,30.22,0.9425182466561468,0.089,21.384,13.353,4.21,Shallow Puddle,True,0.5519065926539803,0.5695692343762864,0.7866667652616276,0.626,0.9,0.1531019453541511,0.0721110255092799,0.9952436397026048,0.9952436397026048,0.2833250443845987,0.293583796334192,0.4230911592812092,1.0810616642768986,0.8097455373501513,2.8946018558654667,radar,1.4667522125422745,8.81,12.321974622141964
SC03016,Rural,Asphalt,Rainy,Daylight,39.22,15.81,8.6,176.64,174.94,3,0.75,16.66,10.77,0.392,0.549,15.7,21.84,0.7089289280495108,0.257,18.913,7.825,8.903,Flooded Pothole,True,0.4079224213937802,0.386075727666997,0.6128386438690105,0.832,0.95,0.422739750535228,3.160131853789227,0.8478356115684635,0.8478356115684635,0.2821199493262171,0.2672333384957985,0.4506467121779844,1.0688487010589471,0.6795847481349325,2.824158443885048,radar,1.640644452909321,10.493000000000002,14.65337479256888
SC03017,Urban,Concrete,Drizzle,Night_Streetlights,34.57,13.33,6.14,107.24,107.58,3,0.75,13.62,13.75,0.345,0.608,13.22,23.66,0.7822350563775669,0.194,16.848,4.44,7.067,Flooded Pothole,True,0.4673100066426954,0.4304485560467196,0.673916986951782,0.892,0.95,0.2905689914646905,0.2762245463386621,0.9836039547180232,0.9836039547180232,0.2907584827584186,0.2670827551460308,0.4421587620955505,1.0726044696649408,0.7309012712583016,2.8459374719931003,radar,1.585249465439129,10.058,13.477857253330765
SC03018,Urban,Gravel,Clear,Night_Streetlights,26.51,10.64,0.0,6.47,2.32,2,0.5,11.24,10.52,0.0,1.0,10.55,30.82,1.0,0.05,-9.535,3.223,8.563,Dry,False,0.9427516147768212,0.879999999362,0.9216594923213612,0.838,0.98,0.0261664174922893,0.4073082370883261,0.9700460425574318,0.9700460425574318,0.3446504187201629,0.3188539986375554,0.3364955826422817,1.098088227855294,0.9602713593501718,2.9968737149045404,lidar,1.0518063292145263,0.0,10.778243168957786
