scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity,temperature_c,relative_humidity_pct,ambient_lux,water_conductivity_factor,road_roughness_factor,surface_reflectance_prior,radar_return_strength_prior
SC00958,Urban,Dirt,7.66,0.0,8.26,Clear,Daylight,39.62,Moderate,21.97,47.87,32092.973,0.816,2.0,0.24,0.72
SC00959,Urban,Asphalt,10.35,2.27,170.82,Foggy,Dusk,21.96,Moderate,18.23,94.73,4568.833,0.835,1.0,0.18,0.8
SC00960,Urban,Dirt,11.24,0.0,186.65,Foggy,Dusk,26.86,Moderate,20.13,84.2,1867.629,1.003,2.0,0.24,0.72
SC00961,Urban,Mud,6.64,0.0,24.94,Clear,Daylight,41.84,Moderate,24.22,50.78,54656.527,0.596,2.35,0.12,0.62
SC00962,Urban,Dirt,19.5,5.6,61.33,Cloudy,Night_Dark,18.42,Severe,25.98,63.71,2.134,0.683,2.0,0.24,0.72
SC00963,Urban,Dirt,8.24,0.0,169.03,Foggy,Daylight,27.4,Moderate,16.13,86.81,34201.724,0.99,2.0,0.24,0.72
SC00964,Rural,Dirt,11.85,0.0,24.02,Clear,Night_Dark,73.6,Severe,32.97,47.13,3.572,1.085,2.3,0.24,0.72
SC00965,Urban,Dirt,3.21,0.0,40.39,Clear,Night_Dark,29.77,Low,32.28,54.99,4.085,0.583,2.0,0.24,0.72
SC00966,Urban,Asphalt,14.27,0.0,135.79,Foggy,Night_Streetlights,33.47,Severe,21.11,90.46,56.046,1.109,1.0,0.18,0.8
SC00967,Rural,Asphalt,6.83,0.0,78.9,Clear,Night_Dark,45.09,Moderate,25.88,56.58,2.78,0.556,1.15,0.18,0.8
SC00968,Urban,Asphalt,10.52,0.0,25.1,Clear,Night_Streetlights,24.35,Moderate,29.2,51.21,35.801,1.088,1.0,0.18,0.8
SC00969,Urban,Dirt,9.74,0.0,15.02,Clear,Night_Dark,33.07,Moderate,27.36,63.68,2.48,0.987,2.0,0.24,0.72
SC00970,Urban,Gravel,11.79,0.0,28.59,Clear,Night_Dark,41.72,Severe,28.23,62.0,4.13,0.782,1.55,0.32,0.9
SC00971,Rural,Concrete,8.73,0.0,83.47,Cloudy,Night_Streetlights,55.09,Moderate,27.28,84.19,38.462,0.656,1.035,0.45,0.95
SC00972,Urban,Gravel,12.46,4.3,151.39,Drizzle,Night_Streetlights,32.98,Severe,25.01,78.84,100.36,1.209,1.55,0.32,0.9
SC00973,Urban,Asphalt,17.21,0.0,88.7,Drizzle,Night_Streetlights,36.48,Severe,20.95,83.7,183.078,0.932,1.0,0.18,0.8
SC00974,Rural,Asphalt,14.99,0.0,84.64,Cloudy,Night_Streetlights,72.27,Severe,26.96,70.12,148.259,0.968,1.15,0.18,0.8
SC00975,Urban,Asphalt,6.43,0.0,60.19,Clear,Night_Dark,38.07,Moderate,30.79,45.84,3.067,0.739,1.0,0.18,0.8
SC00976,Urban,Mud,10.4,0.0,65.02,Cloudy,Dawn,39.59,Moderate,20.66,73.96,3426.624,0.777,2.35,0.12,0.62
SC00977,Urban,Asphalt,15.06,0.0,179.65,Foggy,Night_Streetlights,32.69,Severe,22.99,87.98,160.698,0.706,1.0,0.18,0.8
SC00978,Urban,Gravel,7.71,0.0,65.14,Cloudy,Dusk,37.61,Moderate,22.32,75.08,4325.32,1.015,1.55,0.32,0.9
SC00979,Urban,Mud,16.06,0.0,40.7,Clear,Night_Streetlights,38.7,Severe,26.88,49.85,130.97,0.659,2.35,0.12,0.62
SC00980,Urban,Asphalt,8.6,0.0,130.88,Mist,Daylight,27.77,Moderate,25.93,78.81,51058.883,1.139,1.0,0.18,0.8
SC00981,Urban,Dirt,19.69,0.0,72.8,Drizzle,Daylight,32.78,Severe,23.29,76.82,29668.121,1.158,2.0,0.24,0.72
SC00982,Urban,Mud,8.07,0.86,6.45,Clear,Night_Streetlights,35.73,Moderate,30.6,50.26,105.465,0.862,2.35,0.12,0.62
SC00983,Rural,Asphalt,15.65,0.0,156.05,Drizzle,Night_Streetlights,59.3,Severe,27.67,86.24,64.848,0.904,1.15,0.18,0.8
SC00984,Rural,Dirt,17.33,5.11,147.21,Cloudy,Daylight,49.24,Severe,24.08,56.28,54121.23,1.031,2.3,0.24,0.72
SC00985,Urban,Concrete,11.8,0.0,102.03,Cloudy,Night_Streetlights,36.35,Moderate,24.21,84.42,92.231,0.916,0.9,0.45,0.95
SC00986,Urban,Asphalt,17.18,4.82,135.61,Drizzle,Daylight,20.76,Severe,20.84,87.81,19433.548,1.075,1.0,0.18,0.8
SC00987,Rural,Asphalt,13.2,0.0,129.32,Drizzle,Night_Dark,59.24,Severe,26.63,92.68,0.981,0.949,1.15,0.18,0.8
SC00988,Urban,Concrete,15.41,0.0,53.33,Cloudy,Dusk,34.44,Severe,25.42,62.64,372.586,0.935,0.9,0.45,0.95
SC00989,Urban,Gravel,11.9,0.0,53.56,Clear,Night_Dark,38.15,Moderate,23.4,54.69,2.772,0.649,1.55,0.32,0.9
SC00990,Urban,Asphalt,6.26,0.0,137.06,Drizzle,Daylight,41.57,Moderate,21.16,79.42,36494.158,0.776,1.0,0.18,0.8
SC00991,Urban,Asphalt,15.47,0.0,57.7,Cloudy,Night_Streetlights,31.76,Severe,20.89,84.49,119.296,0.787,1.0,0.18,0.8
SC00992,Urban,Gravel,18.25,2.29,18.36,Clear,Night_Streetlights,45.63,Severe,26.79,32.15,80.767,0.565,1.55,0.32,0.9
SC00993,Urban,Dirt,7.74,0.0,96.51,Mist,Night_Dark,24.47,Moderate,20.02,93.44,3.659,1.01,2.0,0.24,0.72
SC00994,Rural,Concrete,7.6,4.01,119.46,Rainy,Night_Dark,35.61,Moderate,21.27,96.57,3.895,1.275,1.035,0.45,0.95
SC00995,Urban,Asphalt,10.95,0.0,82.68,Cloudy,Daylight,35.57,Moderate,31.4,79.71,49361.825,1.111,1.0,0.18,0.8
SC00996,Urban,Concrete,11.3,0.0,73.06,Cloudy,Daylight,27.95,Moderate,27.02,58.65,27072.779,0.797,0.9,0.45,0.95
SC00997,Rural,Dirt,12.95,0.0,111.99,Foggy,Night_Dark,50.54,Moderate,21.26,89.47,1.881,0.966,2.3,0.24,0.72
SC00998,Urban,Concrete,9.17,0.0,100.25,Drizzle,Daylight,41.37,Moderate,21.46,79.9,16534.154,0.713,0.9,0.45,0.95
SC00999,Urban,Asphalt,18.85,0.0,159.17,Drizzle,Daylight,35.24,Severe,22.2,69.61,50158.218,0.869,1.0,0.18,0.8
SC01000,Rural,Concrete,13.34,0.0,74.53,Drizzle,Night_Streetlights,49.09,Moderate,19.3,91.26,31.581,1.154,1.035,0.45,0.95
SC01001,Rural,Dirt,9.64,0.0,182.02,Drizzle,Daylight,40.9,Moderate,26.79,88.52,37121.784,0.74,2.3,0.24,0.72
SC01002,Urban,Asphalt,16.36,7.66,295.67,Rainy,Dawn,16.4,Severe,18.85,92.78,5208.271,1.39,1.0,0.18,0.8
SC01003,Rural,Mud,5.31,0.8,97.2,Cloudy,Night_Streetlights,69.13,Moderate,23.04,68.78,170.359,0.944,2.7025,0.12,0.62
SC01004,Rural,Asphalt,12.74,4.77,179.18,Rainy,Daylight,58.89,Severe,23.76,87.69,33022.897,1.157,1.15,0.18,0.8
SC01005,Urban,Asphalt,8.15,0.0,49.79,Cloudy,Night_Streetlights,42.84,Moderate,23.65,58.47,73.052,1.119,1.0,0.18,0.8
SC01006,Urban,Asphalt,11.12,5.82,259.05,Thunderstorm,Daylight,19.62,Moderate,25.83,93.81,50480.573,1.216,1.0,0.18,0.8
SC01007,Urban,Concrete,6.61,4.27,283.08,Thunderstorm,Daylight,26.99,Moderate,25.64,81.74,33540.293,1.129,0.9,0.45,0.95
SC01008,Urban,Asphalt,13.7,0.0,20.52,Clear,Night_Dark,29.92,Moderate,27.19,67.71,1.318,1.073,1.0,0.18,0.8
SC01009,Urban,Mud,9.82,0.0,24.73,Clear,Night_Streetlights,21.67,Moderate,22.36,43.87,123.827,0.791,2.35,0.12,0.62
SC01010,Urban,Dirt,11.32,0.0,83.07,Clear,Dusk,21.3,Moderate,28.47,50.15,2459.846,0.89,2.0,0.24,0.72
SC01011,Rural,Asphalt,6.51,0.0,74.18,Cloudy,Daylight,59.05,Moderate,26.97,73.9,18284.144,0.723,1.15,0.18,0.8
SC01012,Urban,Concrete,16.11,0.0,46.69,Clear,Night_Streetlights,29.06,Severe,27.69,51.1,141.707,0.926,0.9,0.45,0.95
SC01013,Urban,Concrete,16.3,8.33,324.03,Thunderstorm,Daylight,20.08,Severe,24.04,79.97,52293.731,1.549,0.9,0.45,0.95
SC01014,Urban,Dirt,7.14,0.0,51.89,Clear,Night_Streetlights,34.47,Moderate,23.07,49.96,163.735,0.744,2.0,0.24,0.72
SC01015,Urban,Mud,10.28,0.0,72.91,Cloudy,Night_Streetlights,30.11,Moderate,22.81,72.57,57.675,0.719,2.35,0.12,0.62
SC01016,Urban,Asphalt,11.95,0.0,132.36,Mist,Night_Streetlights,33.09,Moderate,20.55,89.06,58.639,0.735,1.0,0.18,0.8
SC01017,Urban,Asphalt,13.81,0.0,39.79,Cloudy,Night_Streetlights,27.33,Moderate,24.19,57.45,80.704,0.885,1.0,0.18,0.8
SC01018,Urban,Asphalt,12.48,6.14,219.51,Rainy,Daylight,23.0,Severe,20.28,92.18,21223.608,1.017,1.0,0.18,0.8
SC01019,Rural,Concrete,9.13,0.0,44.31,Clear,Night_Dark,63.73,Moderate,31.27,56.69,2.906,0.597,1.035,0.45,0.95
SC01020,Rural,Asphalt,9.11,0.0,20.15,Clear,Night_Streetlights,45.03,Moderate,22.85,62.16,77.793,1.05,1.15,0.18,0.8
SC01021,Rural,Concrete,8.87,1.9,125.64,Cloudy,Night_Streetlights,45.1,Moderate,22.97,67.94,116.701,0.687,1.035,0.45,0.95
SC01022,Urban,Concrete,15.95,0.0,377.29,Thunderstorm,Night_Streetlights,20.12,Severe,22.6,91.02,47.746,1.086,0.9,0.45,0.95
SC01023,Urban,Asphalt,14.44,0.0,42.37,Clear,Night_Streetlights,26.28,Moderate,31.63,69.46,200.144,0.862,1.0,0.18,0.8
SC01024,Rural,Dirt,7.01,1.46,92.18,Mist,Dawn,63.8,Moderate,23.99,89.45,6667.622,0.842,2.3,0.24,0.72
SC01025,Rural,Gravel,14.16,3.22,31.75,Clear,Night_Streetlights,45.92,Severe,30.83,43.79,66.958,0.836,1.7825,0.32,0.9
SC01026,Urban,Dirt,8.33,1.84,121.82,Mist,Dawn,19.08,Moderate,23.52,91.02,2996.366,0.698,2.0,0.24,0.72
SC01027,Urban,Concrete,13.28,6.06,434.6,Thunderstorm,Night_Streetlights,23.24,Severe,17.88,89.59,131.209,1.052,0.9,0.45,0.95
SC01028,Rural,Gravel,9.38,0.0,194.13,Foggy,Daylight,51.17,Moderate,19.92,88.64,47442.547,1.155,1.7825,0.32,0.9
SC01029,Urban,Asphalt,6.68,0.0,111.98,Cloudy,Dusk,23.66,Low,18.37,64.22,1211.211,1.041,1.0,0.18,0.8
SC01030,Rural,Gravel,14.27,0.0,44.68,Clear,Dawn,45.31,Moderate,27.8,63.46,3008.733,1.03,1.7825,0.32,0.9
SC01031,Urban,Gravel,7.87,0.0,12.74,Clear,Night_Streetlights,23.01,Low,33.04,31.95,151.505,0.678,1.55,0.32,0.9
SC01032,Urban,Asphalt,10.56,3.9,91.48,Cloudy,Dusk,26.41,Moderate,21.64,71.31,4094.054,0.634,1.0,0.18,0.8
SC01033,Urban,Asphalt,7.14,0.0,85.23,Clear,Daylight,37.45,Moderate,28.69,38.66,20858.868,0.727,1.0,0.18,0.8
SC01034,Urban,Mud,11.77,3.9,200.45,Rainy,Night_Streetlights,34.18,Severe,22.91,88.35,123.244,1.379,2.35,0.12,0.62
SC01035,Rural,Asphalt,9.4,0.0,44.85,Clear,Dawn,66.5,Moderate,20.19,59.39,4378.435,0.557,1.15,0.18,0.8
SC01036,Urban,Gravel,9.56,0.0,147.91,Drizzle,Night_Dark,21.16,Moderate,20.07,87.09,1.638,1.108,1.55,0.32,0.9
SC01037,Urban,Concrete,19.61,8.43,124.95,Rainy,Daylight,27.04,Severe,20.75,87.25,48196.261,1.3,0.9,0.45,0.95
SC01038,Urban,Mud,7.11,0.0,120.67,Mist,Daylight,18.17,Low,17.83,83.91,55683.414,1.029,2.35,0.12,0.62
SC01039,Urban,Asphalt,7.53,0.0,127.3,Foggy,Night_Streetlights,21.24,Moderate,19.19,86.48,74.364,0.662,1.0,0.18,0.8
SC01040,Urban,Asphalt,8.21,4.83,337.9,Thunderstorm,Dusk,29.91,Moderate,19.96,96.81,811.058,1.521,1.0,0.18,0.8
SC01041,Urban,Asphalt,8.29,0.0,111.66,Cloudy,Daylight,32.07,Moderate,16.41,62.45,19840.799,0.947,1.0,0.18,0.8
SC01042,Urban,Concrete,8.79,0.0,60.72,Clear,Daylight,41.55,Moderate,25.02,69.47,15470.107,0.796,0.9,0.45,0.95
SC01043,Urban,Asphalt,15.33,0.0,128.33,Cloudy,Daylight,46.2,Severe,26.62,68.44,32260.859,0.782,1.0,0.18,0.8
SC01044,Urban,Asphalt,17.78,0.0,90.39,Cloudy,Night_Streetlights,27.88,Severe,27.05,66.98,92.892,0.611,1.0,0.18,0.8
SC01045,Urban,Concrete,6.11,2.66,284.77,Rainy,Night_Streetlights,37.67,Moderate,19.11,87.05,148.214,1.264,0.9,0.45,0.95
SC01046,Urban,Asphalt,8.42,0.0,112.4,Mist,Dawn,34.18,Moderate,21.12,80.09,2203.57,0.842,1.0,0.18,0.8
SC01047,Urban,Mud,12.24,0.0,139.38,Drizzle,Night_Streetlights,23.33,Moderate,23.89,84.84,56.253,1.139,2.35,0.12,0.62
SC01048,Rural,Asphalt,4.14,0.0,53.31,Cloudy,Night_Streetlights,36.16,Low,25.12,73.7,37.567,0.856,1.15,0.18,0.8
SC01049,Urban,Dirt,11.69,0.0,145.51,Rainy,Dusk,25.6,Moderate,19.2,90.93,2164.534,0.856,2.0,0.24,0.72
SC01050,Rural,Asphalt,11.28,0.0,25.99,Clear,Night_Dark,63.28,Moderate,27.0,55.4,2.302,0.768,1.15,0.18,0.8
SC01051,Rural,Asphalt,11.41,0.0,69.44,Clear,Daylight,39.15,Moderate,28.87,41.43,15514.524,0.587,1.15,0.18,0.8
SC01052,Urban,Asphalt,13.54,0.0,319.56,Thunderstorm,Daylight,23.58,Moderate,25.06,86.75,31226.796,1.194,1.0,0.18,0.8
SC01053,Urban,Concrete,14.38,0.0,15.18,Clear,Night_Streetlights,43.18,Severe,23.57,45.39,121.406,0.857,0.9,0.45,0.95
SC01054,Rural,Asphalt,8.11,0.0,17.47,Clear,Dawn,68.62,Moderate,26.49,47.88,4642.247,0.919,1.15,0.18,0.8
SC01055,Rural,Asphalt,12.82,0.0,72.62,Drizzle,Night_Streetlights,56.64,Severe,19.52,82.24,14.817,1.086,1.15,0.18,0.8
SC01056,Urban,Concrete,8.03,0.0,182.03,Mist,Daylight,32.76,Moderate,19.44,87.79,30163.796,0.746,0.9,0.45,0.95
SC01057,Urban,Asphalt,8.57,1.37,34.9,Cloudy,Daylight,35.57,Moderate,25.11,67.5,27111.663,0.702,1.0,0.18,0.8
SC01058,Rural,Asphalt,7.88,3.88,269.28,Rainy,Night_Dark,53.42,Moderate,24.67,92.86,1.373,0.785,1.15,0.18,0.8
SC01059,Urban,Concrete,10.88,1.85,96.4,Mist,Daylight,26.71,Moderate,21.25,90.3,37424.44,0.925,0.9,0.45,0.95
SC01060,Rural,Asphalt,11.72,6.59,447.22,Thunderstorm,Dusk,34.75,Severe,19.24,70.39,627.65,0.838,1.15,0.18,0.8
SC01061,Urban,Asphalt,13.21,0.0,13.95,Clear,Daylight,31.05,Moderate,28.01,69.52,38324.221,0.755,1.0,0.18,0.8
SC01062,Urban,Asphalt,6.78,1.31,131.6,Cloudy,Dawn,47.04,Moderate,28.59,55.91,3903.171,1.124,1.0,0.18,0.8
SC01063,Rural,Gravel,6.66,3.21,428.67,Thunderstorm,Daylight,44.31,Moderate,21.17,73.59,31805.671,0.847,1.7825,0.32,0.9
SC01064,Urban,Concrete,5.1,0.0,80.26,Cloudy,Daylight,26.07,Low,16.42,78.61,35000.605,1.128,0.9,0.45,0.95
SC01065,Rural,Dirt,8.64,5.47,163.34,Rainy,Daylight,53.71,Moderate,23.69,98.92,14245.384,1.116,2.3,0.24,0.72
SC01066,Urban,Dirt,13.05,0.0,180.52,Rainy,Night_Streetlights,21.03,Moderate,20.0,92.91,104.4,0.993,2.0,0.24,0.72
SC01067,Rural,Dirt,12.17,3.48,118.88,Drizzle,Daylight,70.21,Severe,24.22,73.68,35591.753,1.189,2.3,0.24,0.72
SC01068,Urban,Concrete,8.49,6.06,373.97,Thunderstorm,Daylight,23.97,Moderate,23.28,89.73,45834.141,1.058,0.9,0.45,0.95
SC01069,Rural,Dirt,12.1,0.0,65.49,Clear,Daylight,59.33,Moderate,33.98,60.34,42137.403,0.768,2.3,0.24,0.72
SC01070,Rural,Dirt,10.96,4.45,358.06,Thunderstorm,Dusk,48.66,Severe,24.95,89.79,3609.95,1.167,2.3,0.24,0.72
SC01071,Rural,Asphalt,11.0,0.0,61.07,Cloudy,Night_Dark,52.95,Moderate,22.9,73.38,0.704,0.952,1.15,0.18,0.8
SC01072,Rural,Concrete,3.27,0.0,128.22,Mist,Daylight,39.35,Low,17.89,77.69,50471.165,0.795,1.035,0.45,0.95
SC01073,Rural,Asphalt,14.38,1.81,89.29,Drizzle,Daylight,44.95,Severe,24.32,71.03,22967.818,1.223,1.15,0.18,0.8
SC01074,Urban,Asphalt,8.98,0.0,60.06,Cloudy,Night_Streetlights,32.32,Moderate,24.53,66.75,116.094,0.623,1.0,0.18,0.8
SC01075,Urban,Concrete,12.87,0.0,74.36,Cloudy,Dawn,34.42,Moderate,18.87,71.64,3811.29,0.793,0.9,0.45,0.95
SC01076,Urban,Mud,10.67,0.0,35.18,Clear,Dawn,34.51,Moderate,20.27,58.11,4375.24,1.057,2.35,0.12,0.62
SC01077,Rural,Concrete,5.02,0.0,57.78,Clear,Night_Dark,67.94,Moderate,22.9,50.16,0.288,0.621,1.035,0.45,0.95
SC01078,Rural,Dirt,10.8,6.22,329.53,Thunderstorm,Daylight,48.19,Severe,24.17,75.27,32539.176,1.324,2.3,0.24,0.72
SC01079,Rural,Concrete,8.88,0.0,49.06,Cloudy,Daylight,45.24,Moderate,27.3,59.03,29421.746,0.603,1.035,0.45,0.95
SC01080,Rural,Gravel,5.28,1.05,146.59,Mist,Night_Streetlights,57.21,Moderate,18.9,86.11,131.98,1.197,1.7825,0.32,0.9
SC01081,Urban,Asphalt,11.38,4.09,241.64,Rainy,Night_Dark,17.9,Moderate,21.18,90.74,2.259,0.819,1.0,0.18,0.8
SC01082,Urban,Concrete,5.78,2.46,117.53,Drizzle,Daylight,30.21,Moderate,26.19,88.97,44949.087,0.767,0.9,0.45,0.95
SC01083,Urban,Asphalt,19.23,6.2,133.72,Rainy,Daylight,33.54,Severe,18.26,86.43,31690.87,0.901,1.0,0.18,0.8
SC01084,Urban,Asphalt,5.67,0.0,146.79,Rainy,Dawn,31.59,Moderate,21.63,74.11,5649.207,0.839,1.0,0.18,0.8
SC01085,Rural,Mud,10.55,0.0,112.05,Foggy,Daylight,47.74,Moderate,21.01,92.31,41106.703,0.73,2.7025,0.12,0.62
SC01086,Urban,Asphalt,10.9,0.0,134.12,Mist,Dawn,25.07,Moderate,23.56,92.66,2569.676,0.785,1.0,0.18,0.8
SC01087,Urban,Asphalt,13.89,3.32,131.3,Cloudy,Night_Dark,31.54,Severe,24.68,77.3,2.725,0.67,1.0,0.18,0.8
SC01088,Rural,Concrete,13.55,3.47,108.5,Mist,Night_Streetlights,55.43,Severe,20.74,75.72,34.897,0.701,1.035,0.45,0.95
SC01089,Urban,Dirt,9.84,5.13,293.14,Rainy,Daylight,26.17,Moderate,21.25,84.84,24504.466,1.367,2.0,0.24,0.72
SC01090,Urban,Concrete,12.8,0.0,138.08,Mist,Night_Streetlights,31.52,Moderate,21.85,86.5,40.015,0.944,0.9,0.45,0.95
SC01091,Urban,Asphalt,8.65,2.87,212.26,Rainy,Daylight,26.34,Moderate,24.96,94.9,31895.679,0.977,1.0,0.18,0.8
SC01092,Rural,Asphalt,8.6,0.0,145.8,Drizzle,Daylight,60.89,Moderate,25.72,73.43,39536.238,0.862,1.15,0.18,0.8
SC01093,Urban,Concrete,14.14,0.0,97.02,Drizzle,Daylight,35.71,Severe,25.52,83.13,21485.87,1.134,0.9,0.45,0.95
SC01094,Urban,Dirt,8.41,2.74,220.23,Rainy,Dusk,29.86,Moderate,17.79,89.48,1515.107,1.378,2.0,0.24,0.72
SC01095,Rural,Gravel,16.65,0.0,33.96,Clear,Daylight,76.98,Severe,27.34,46.56,31942.303,0.66,1.7825,0.32,0.9
SC01096,Urban,Asphalt,10.57,3.54,282.14,Thunderstorm,Night_Streetlights,23.03,Moderate,25.59,75.57,165.655,1.008,1.0,0.18,0.8
SC01097,Urban,Concrete,12.7,3.85,173.33,Foggy,Night_Dark,17.01,Moderate,18.75,93.22,1.143,0.886,0.9,0.45,0.95
SC01098,Urban,Asphalt,11.28,0.0,93.98,Drizzle,Daylight,32.87,Moderate,20.57,75.59,41195.553,1.154,1.0,0.18,0.8
SC01099,Urban,Asphalt,13.36,0.0,304.65,Thunderstorm,Daylight,24.32,Moderate,19.06,92.86,21976.429,1.145,1.0,0.18,0.8
SC01100,Urban,Asphalt,8.33,0.0,42.01,Clear,Daylight,35.5,Moderate,25.22,44.53,17419.346,0.595,1.0,0.18,0.8
SC01101,Urban,Gravel,11.91,4.93,178.15,Rainy,Daylight,35.4,Severe,20.94,92.32,30564.688,0.959,1.55,0.32,0.9
SC01102,Urban,Concrete,9.66,0.0,177.65,Foggy,Night_Streetlights,32.06,Moderate,19.08,94.96,57.831,0.823,0.9,0.45,0.95
SC01103,Urban,Asphalt,11.76,0.0,33.67,Cloudy,Daylight,44.17,Severe,21.11,71.87,28426.077,1.04,1.0,0.18,0.8
SC01104,Urban,Asphalt,13.15,0.0,46.25,Cloudy,Dusk,28.36,Moderate,20.91,64.04,5720.601,0.863,1.0,0.18,0.8
SC01105,Rural,Asphalt,14.32,0.0,321.49,Rainy,Night_Streetlights,47.2,Severe,23.16,78.73,187.413,0.81,1.15,0.18,0.8
SC01106,Urban,Concrete,10.36,0.0,66.35,Clear,Night_Dark,28.96,Moderate,32.11,45.06,1.236,0.836,0.9,0.45,0.95
SC01107,Urban,Asphalt,13.94,0.0,78.37,Clear,Night_Streetlights,26.1,Moderate,26.98,67.25,180.062,0.68,1.0,0.18,0.8
SC01108,Urban,Gravel,6.48,0.0,161.5,Rainy,Dawn,22.14,Low,20.73,91.82,4424.001,0.849,1.55,0.32,0.9
SC01109,Urban,Mud,13.7,0.0,6.44,Clear,Night_Streetlights,33.79,Moderate,19.54,41.56,30.523,0.636,2.35,0.12,0.62
SC01110,Rural,Asphalt,8.76,1.11,114.29,Foggy,Dusk,44.19,Moderate,21.06,94.57,850.342,0.858,1.15,0.18,0.8
SC01111,Urban,Asphalt,9.86,0.0,154.91,Foggy,Night_Streetlights,29.69,Moderate,25.07,97.39,76.581,0.983,1.0,0.18,0.8
SC01112,Rural,Gravel,9.97,3.99,262.76,Rainy,Dusk,42.96,Moderate,21.74,85.61,1655.012,1.143,1.7825,0.32,0.9
SC01113,Urban,Asphalt,7.86,1.48,94.41,Cloudy,Daylight,25.15,Moderate,27.72,74.58,38636.247,0.957,1.0,0.18,0.8
SC01114,Urban,Asphalt,10.23,0.0,34.66,Clear,Daylight,33.05,Moderate,31.4,51.42,27392.578,0.578,1.0,0.18,0.8
SC01115,Rural,Mud,5.51,2.53,375.4,Thunderstorm,Daylight,41.22,Moderate,23.73,84.22,30215.137,1.158,2.7025,0.12,0.62
SC01116,Rural,Mud,7.8,0.0,55.75,Cloudy,Daylight,77.19,Moderate,19.73,72.24,23438.07,0.614,2.7025,0.12,0.62
SC01117,Urban,Asphalt,14.15,0.0,44.99,Clear,Daylight,29.12,Moderate,19.35,52.64,18440.079,0.791,1.0,0.18,0.8
SC01118,Rural,Concrete,13.21,0.0,11.6,Clear,Night_Streetlights,74.35,Severe,32.53,49.34,124.309,0.792,1.035,0.45,0.95
SC01119,Urban,Gravel,6.33,0.0,30.4,Clear,Night_Dark,20.42,Low,24.16,68.07,0.928,0.863,1.55,0.32,0.9
SC01120,Rural,Asphalt,8.51,0.0,1.06,Clear,Dusk,39.97,Moderate,30.96,46.21,2268.848,0.586,1.15,0.18,0.8
SC01121,Rural,Concrete,6.08,4.21,368.98,Thunderstorm,Dusk,50.01,Moderate,26.17,96.18,1531.781,1.219,1.035,0.45,0.95
SC01122,Rural,Dirt,11.03,0.0,115.74,Cloudy,Night_Streetlights,59.74,Moderate,25.43,75.09,148.411,0.735,2.3,0.24,0.72
SC01123,Urban,Gravel,8.98,0.0,91.66,Clear,Night_Dark,20.99,Moderate,27.43,60.67,1.091,1.003,1.55,0.32,0.9
SC01124,Rural,Concrete,10.46,0.0,14.04,Clear,Night_Dark,58.52,Moderate,24.94,58.68,1.543,0.732,1.035,0.45,0.95
SC01125,Urban,Asphalt,5.81,2.27,124.53,Drizzle,Night_Dark,37.57,Moderate,18.89,80.53,0.424,1.216,1.0,0.18,0.8
SC01126,Urban,Asphalt,17.34,0.0,119.45,Mist,Dusk,34.68,Severe,19.48,88.56,1248.085,0.746,1.0,0.18,0.8
SC01127,Urban,Asphalt,14.11,2.12,36.29,Clear,Daylight,23.04,Moderate,33.68,60.91,34688.046,1.096,1.0,0.18,0.8
SC01128,Urban,Asphalt,9.61,0.0,62.77,Clear,Night_Dark,30.81,Moderate,27.22,36.33,3.515,0.732,1.0,0.18,0.8
SC01129,Urban,Asphalt,14.49,5.29,330.05,Thunderstorm,Night_Streetlights,31.59,Severe,19.25,88.39,116.204,1.195,1.0,0.18,0.8
SC01130,Urban,Dirt,8.56,0.0,51.01,Clear,Night_Streetlights,23.2,Moderate,27.58,57.06,25.776,1.019,2.0,0.24,0.72
SC01131,Urban,Concrete,10.86,0.0,192.1,Foggy,Daylight,27.84,Moderate,22.65,88.11,54705.624,0.82,0.9,0.45,0.95
SC01132,Urban,Asphalt,6.07,0.0,15.34,Clear,Daylight,23.68,Low,25.94,42.16,16057.473,0.974,1.0,0.18,0.8
SC01133,Urban,Concrete,6.82,4.17,217.84,Rainy,Daylight,30.54,Moderate,25.52,82.28,29036.723,0.772,0.9,0.45,0.95
SC01134,Urban,Asphalt,15.0,0.0,19.32,Clear,Dawn,33.66,Severe,28.16,49.84,4334.26,0.728,1.0,0.18,0.8
SC01135,Urban,Asphalt,9.12,0.0,360.65,Thunderstorm,Daylight,26.31,Moderate,16.85,91.54,50878.982,1.112,1.0,0.18,0.8
SC01136,Rural,Concrete,8.34,0.0,81.47,Clear,Night_Dark,70.37,Moderate,28.91,50.34,2.828,0.897,1.035,0.45,0.95
SC01137,Rural,Gravel,10.62,0.0,82.95,Cloudy,Dawn,47.79,Moderate,22.13,70.87,4511.218,0.878,1.7825,0.32,0.9
SC01138,Rural,Concrete,11.88,8.77,405.41,Thunderstorm,Night_Streetlights,41.49,Severe,24.75,87.66,103.476,1.367,1.035,0.45,0.95
SC01139,Urban,Asphalt,14.05,0.0,121.93,Cloudy,Night_Streetlights,43.9,Severe,28.58,69.66,60.792,0.773,1.0,0.18,0.8
SC01140,Urban,Concrete,5.15,0.0,126.27,Cloudy,Night_Streetlights,28.34,Low,21.37,67.91,28.374,1.124,0.9,0.45,0.95
SC01141,Urban,Asphalt,14.2,0.0,113.01,Cloudy,Night_Dark,34.56,Severe,22.99,67.28,4.012,1.037,1.0,0.18,0.8
